Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
46,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,3,18994.485029251002,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,
54,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,1,9039.443968243491,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,
56,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,1,3011.633316955549,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,
36,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,2,8860.842961586875,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,
55,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,2,16560.440449459667,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,
43,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,3,9106.858310647583,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,
20,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,2,2315.1092930227856,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,
21,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,2,2396.965363172385,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,
46,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,3,6008.453454824314,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,
51,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,1,3203.4176502558025,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,
28,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,2,8744.50790726516,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,
26,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,1,2487.624417521083,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,
30,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,1,5729.0413899624355,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,
41,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,1,2455.425283730162,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,
38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,1,9095.796256014895,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,
40,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,1,9228.066467511931,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,
27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,1,2529.998527771791,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,
55,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,1,9305.381138701809,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,
28,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,2,5435.9604028955355,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,
44,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,1,9537.475948681764,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,
33,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,3,8874.974875646054,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,
35,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,2,8874.478668616466,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,
33,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,2,5690.386732536357,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,
28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,3,2367.5994634043545,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,
34,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,2,5849.232136901556,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,
37,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,3,5812.492225426636,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,
25,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,32,3,1,Laboratory Technician,4,1,2891.6701147091553,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,
26,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,37,3,1,Laboratory Technician,3,3,2206.5906919841896,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,
33,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,2,2761.4808377363684,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,
42,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,1,17665.0,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,No
28,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,3,2596.0,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Yes
50,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,2,4728.0,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Yes
33,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,1,4302.0,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,No
34,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,1,2979.0,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,No
48,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,2,16885.0,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,No
45,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,1,5593.0,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,No
52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,2,10445.0,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,No
38,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,3,8740.0,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,No
29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,3,2514.0,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,No
28,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,3,7655.0,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,No
46,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,1,17465.0,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,No
38,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,2,7351.0,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,No
43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,1,10820.0,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,No
39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,3,12169.0,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Yes
40,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,2,19626.0,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,No
21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,2,2070.0,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,No
39,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,2,6782.0,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,No
36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,2,7779.0,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,No
31,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,1,2791.0,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,No
28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,1,3201.0,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,No
35,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,3,4968.0,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,No
49,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,1,13120.0,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,No
34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,2,4033.0,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,No
29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,3,3291.0,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,No
42,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,2,4272.0,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,No
29,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,1,5056.0,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,No
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,1,2844.0,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,No
28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,3,2703.0,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,No
18,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,2,1904.0,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Yes
33,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,2,8224.0,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Yes
41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,1,4766.0,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,No
31,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,1,2610.0,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Yes
37,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,3,5731.0,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,No
27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,1,2539.0,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,No
34,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,1,5714.0,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,No
35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,2,4323.0,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,No
29,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,1,7336.0,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Yes
40,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,2,13499.0,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,No
42,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,2,13758.0,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Yes
42,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,2,5155.0,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,No
35,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,1,2258.0,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,No
24,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,2,3597.0,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,No
28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,1,2515.0,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Yes
26,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,1,4420.0,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,No
30,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,1,6578.0,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,No
40,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,1,4422.0,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,No
35,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,3,10274.0,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,No
34,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,2,5343.0,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,No
35,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,1,2376.0,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,No
43,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,2,5346.0,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Yes
32,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,3,2827.0,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,No
56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,3,19943.0,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,No
29,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,1,3131.0,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,No
19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,2,2552.0,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,No
45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,1,4477.0,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,No
37,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,1,6474.0,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,No
20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,2,3033.0,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,No
44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,2,2936.0,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Yes
53,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,3,18606.0,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,No
29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,1,2168.0,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,No
22,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,1,2853.0,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Yes
46,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,1,17048.0,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,No
44,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,2,2290.0,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,No
33,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,1,3600.0,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,No
41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,3,2107.0,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Yes
30,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,3,4115.0,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,No
40,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,1,4327.0,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,No
50,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,1,17856.0,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,No
28,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,1,3196.0,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,No
46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,1,19081.0,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,No
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,1,8966.0,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,No
24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,1,2210.0,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Yes
33,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,1,4539.0,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,No
36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,3,2741.0,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,No
30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,3,3491.0,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,No
44,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,2,4541.0,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,No
20,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,2,2678.0,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,No
46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,3,7379.0,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,No
42,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,1,6272.0,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,No
60,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,3,5220.0,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,No
32,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,1,2743.0,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,No
32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,2,4998.0,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,No
36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,3,10252.0,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,No
33,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,1,2781.0,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,No
40,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,3,6852.0,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,No
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,2,4950.0,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,No
30,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,63,3,1,Research Scientist,2,1,3579.0,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,No
42,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,60,3,3,Research Director,1,1,13191.0,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,No
35,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,1,10377.0,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,No
27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,1,2235.0,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,No
54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,3,10502.0,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,No
44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,72,4,1,Research Scientist,4,1,2011.0,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,No
19,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,96,2,1,Research Scientist,2,2,1859.0,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,Yes
29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,3,3760.0,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,No
54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,Male,85,3,4,Research Director,4,1,17779.0,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,No
31,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,1,6833.0,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,No
31,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,Female,96,2,2,Healthcare Representative,1,2,6812.0,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,No
59,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,2,5171.0,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,No
43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,Male,96,1,5,Research Director,4,1,19740.0,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,No
49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,1,18711.0,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,No
36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,1,3692.0,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,No
48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,2,2559.0,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,No
27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,3,2517.0,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,No
29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,3,6623.0,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,No
48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,Male,76,2,5,Research Director,4,2,18265.0,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,No
29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,3,16124.0,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,No
34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,1,2585.0,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,No
44,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,Male,88,3,5,Manager,2,1,18213.0,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,No
33,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,3,8380.0,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,No
19,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,2,2994.0,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,No
